"BrandID","Description","RetailPrice","Size","Volume","SalesPrice","PurchasePrice"
"02-15589","Right Hand Man Syrah",17.99,"750mL","750",11.68,7.54
"02-15618","Beringer Classic Red Moscato",12.99,"1500mL","1500",8.66,5.59
"02-15659","Chickadee CA Pnt Nr",12.99,"750mL","750",8.9,5.74
"02-15660","Chickadee Chard",12.99,"750mL","750",8.9,6.05
"02-15672","Chatom Vyds Cuvee Red CA",13.99,"750mL","750",9.33,6.39
"02-15782","Macon Villages Eugene Blanc",14.99,"750mL","750",10.2,6.85
"02-15825","Octave Vino Verde White",8.99,"750mL","750",5.99,4.13
"02-15850","Sextant Znfdl",7.29,"750mL","750",4.86,3.31
"02-15908","Mommy's Time Out Moscato",8.99,"750mL","750",6.03,3.92
"02-15929","Marcarini Barolo La Serra",51.99,"750mL","750",33.76,22.97
"02-15931","Fuligni Brun Montalcino DOCG",75.99,"750mL","750",50.32,32.46
"02-15940","Bongiovanni Barolo",49.99,"750mL","750",32.89,21.78
"02-16044","Entwine Cab Svgn",7.99,"750mL","750",5.19,3.58
"02-16045","Entwine Merlot",9.79,"750mL","750",6.75,4.41
"02-16046","Entwine Chard",13.99,"750mL","750",9.2,6.05
"02-16069","Voila Cellars Pnt Nr",18.99,"750mL","750",12.92,8.85
"02-16087","The Show Pnt Nr",11.99,"750mL","750",7.74,5.3
"02-16150","Blue Fish Sweet Rsl",10.99,"750mL","750",7.48,4.95
"02-16195","Croft Fine Ruby Port",11.99,"750mL","750",8.16,5.44
"02-16196","Croft Tawny Porto",11.99,"750mL","750",7.99,5.33
"02-16202","Simple Life Chard",10.99,"750mL","750",7.48,4.89
"02-16203","Simple Life Pnt Nr",9.99,"750mL","750",6.89,4.59
"02-16274","Vinum Cellars Chenin Blanc",14.49,"750mL","750",9.99,6.8
"02-16374","Jovly Chinon Cab Franc",11.99,"750mL","750",7.89,5.12
"02-16381","Merryvale Signature 07 Cab S",64.99,"750mL","750",44.82,29.49
"02-16453","Hillinger Eveline Pnt Nr",18.49,"750mL","750",12.25,8.11
"02-16455","One Four Brut Rose 1/4",12.99,"187mL","187",8.66,5.81
"02-16472","Lock & Key Meritage",12.99,"750mL","750",8.9,5.78
"02-16520","Biagio Prosecco",4.49,"187mL","187",2.97,1.98
"02-16611","Leese-Fitch Merlot",10.99,"750mL","750",7.14,4.79
"02-16679","Pennywise Petite Sirah",10.99,"750mL","750",7.18,4.82
"02-16681","Nicolas Potel Wh Burgundy",18.99,"750mL","750",12.41,8.06
"02-16760","Plungerhead OV Dry Crk Znfdl",16.99,"750mL","750",11.33,7.31
"02-16786","Attrezzi 10 Moscato d'Asti",12.99,"750mL","750",8.78,5.85
"02-16793","Gallo Signature Series Pnt N",29.99,"750mL","750",19.86,13.07
"02-16805","Las Rocas Spanish Red",7.99,"750mL","750",5.33,3.51
"02-16820","Covey Run Chard",9.99,"750mL","750",6.53,4.41
"02-16846","Uppercut Svgn Bl",11.99,"750mL","750",8.27,5.34
"02-16851","R M Woodbridge Sweet White",3.79,"750mL","750",2.54,1.73
"02-16888","The Seeker Chard",13.99,"750mL","750",9.26,6.39
"02-16890","The Seeker Pinot Noir",10.99,"750mL","750",7.18,4.69
"02-16941","Gallo Pink Moscato Twin Vly",5.49,"750mL","750",3.76,2.59
"02-16950","Rex Goliath White",5.99,"750mL","750",4.02,2.63
"02-16967","Trentadue Merlot Alex Vly",18.99,"750mL","750",12.58,8.12
"02-17010","Mas Sorrer Montsant Red",16.99,"750mL","750",11.4,7.5
"02-17129","Simply Naked Undressed Red",4.29,"750mL","750",2.8,1.85
"02-17143","Caposaldo Pnk Merlot Moscato",14.99,"750mL","750",10.13,6.71
"02-17144","Caposaldo Sweet Red Sprklng",14.99,"750mL","750",10.06,6.62
"02-17234","Earth 3.0 Tempranillo/Syrah",9.99,"750mL","750",6.62,4.38
"02-17298","Anton Bauer Gmork Rose",13.99,"750mL","750",9.14,6.09
"02-17331","Sean Minor Four Bears Svgn B",10.99,"750mL","750",7.58,5.05
"02-17348","Ty Ku Silver Junmai Sake",10.49,"330mL","330",6.77,4.45
"02-17360","Chapelle-St-Arnoux CdR Rouge",10.99,"750mL","750",7.33,4.95
"02-17444","D'Aquino Asti",7.99,"750mL","750",5.22,3.46
"02-17462","Zacharias Cab Svgn",11.99,"750mL","750",8.05,5.48
"02-17519","Barboursville Rsv Cab Franc",23.99,"750mL","750",15.89,10.52
"02-17697","Pearls of Simplicity Junmai",33.99,"720mL","720",22.81,15.11
"02-17885","Dom de Durban Gigondas",29.99,"750mL","750",20.54,13.6
"02-17927","La Crema Pnt Nr Anderson Vly",36.99,"750mL","750",25.16,17.35
"02-17935","Butterfly Kiss Pnt Grigio",2.99,"750mL","750",2.01,1.33
"02-17940","Butterfly Kiss Chard",2.99,"750mL","750",1.93,1.32
"02-17944","Beringer Fndrs Est Malbec",10.99,"750mL","750",7.18,4.69
"02-17949","OneHope Cabernet Sauvignon",13.99,"750mL","750",9.39,6.1
"02-17979","California 37 Cab Svgn",10.99,"750mL","750",7.09,4.82
"02-17986","Mas la Chevaliere Chard",9.99,"750mL","750",6.89,4.56
"02-18011","Bella Bolla Moscato",7.49,"750mL","750",4.9,3.36
"02-18071","Novelty Hill Chard SWC",19.99,"750mL","750",13.24,8.71
"02-18072","Mixed Up Red",8.49,"750mL","750",5.78,3.99
"02-18105","Ballatore Rose Moscato",7.99,"750mL","750",5.33,3.63
"02-18108","The Naked Grape Malbec",5.99,"750mL","750",3.94,2.59
"02-18137","Gallo Twin Vly Red Moscato",9.99,"1500mL","1500",6.84,4.59
"02-18150","O Pinot Pinot Noir",24.99,"750mL","750",16.44,10.75
"02-18157","Maggio Cab Svgn",8.99,"750mL","750",6.03,4.05
"02-18159","Maggio Petite Sirah",10.99,"750mL","750",7.18,4.63
"02-18164","Lyrarakis Okto White",15.99,"750mL","750",10.52,7.01
"02-18166","Lyrarakis Assyrtiko",15.99,"750mL","750",10.88,7.02
"02-18203","Ninety Cellars Lot 75 Pnt Nr",17.99,"750mL","750",11.68,7.63
"02-18270","Donnafugata Ben Rye",16.99,"375mL","375",11.4,7.86
"02-18382","2 Copas Spain Red",9.99,"750mL","750",6.8,4.66
"02-18386","Sequin Delicately Rose",6.99,"750mL","750",4.76,3.15
"02-18454","Ninety+Cellars Lot 77 Moscto",11.99,"750mL","750",8.16,5.44
"02-18458","Tussock Jumper Chard",9.99,"750mL","750",6.8,4.47
"02-18459","Tussock Jumper Malbec",4.99,"750mL","750",3.26,2.16
"02-18467","K Vintners Cab Svgn Stonerid",46.99,"750mL","750",31.75,20.62
"02-18474","Ch Suau Cadillac Wh Brdx",11.99,"750mL","750",7.94,5.29
"02-18538","Banknote The Vault Red",29.99,"750mL","750",19.6,13.15
"02-18579","Primo Amore Rsl",11.49,"750mL","750",7.66,5.25
"02-18614","Ninety+Cellars Lot 78 Cab Sv",13.99,"750mL","750",9.2,6.22
"02-18621","Villa Sandi Il Fresco Rose",15.99,"750mL","750",10.8,7.11
"02-18622","Bruno Giacosa Roero Arneisxc",12.49,"750mL","750",8.06,5.23
"02-18640","Fetzer Quartz White Blend",5.29,"750mL","750",3.53,2.35
"02-18646","Castello del Poggio Rosato",3.99,"750mL","750",2.73,1.77
"02-18666","Rickshaw Chard Cal",16.99,"750mL","750",11.4,7.65
"02-18669","Parducci Small Lot Pnt Gris",10.99,"750mL","750",7.48,5.05
"02-18671","Martin Ray RRV Pnt Nr",21.99,"750mL","750",14.47,9.4
"02-18753","Yellow Tail Sweet White Roo",4.99,"1500mL","1500",3.3,2.2
"02-18754","Yellow Tail Sweet White Roo",2.99,"750mL","750",1.97,1.27
"02-18770","Enza Prosecco",18.99,"750mL","750",12.74,8.27
"02-18779","Girl Go Lightly Chardonnay",2.99,"750mL","750",2.03,1.31
"02-18785","Tineta Tinto Fino Ribera Del",13.99,"750mL","750",9.33,6.1
"02-18807","C Y Toro Diablo Red",11.99,"750mL","750",7.94,5.48
"02-18827","Carmel Road Chard Liberated",7.99,"750mL","750",5.19,3.53
"02-18829","Champ de Reves Pnt Nr",37.99,"750mL","750",25.16,16.23
"02-18830","Salvatore Principe Rose Mosc",12.99,"750mL","750",8.66,5.85
"02-18833","Sutter Home Red Moscato",5.99,"750mL","750",4.02,2.72
"02-18839","Mas Carlot Grenache Syrah",12.99,"750mL","750",8.55,5.7
"02-18846","Dom de Pouy Ugni Blanc",10.99,"750mL","750",7.23,4.95
"02-18886","Marchesi di Barolo Barbaresc",46.99,"750mL","750",30.51,20.07
"02-18920","Skinnygirl Moscato",8.99,"750mL","750",5.95,3.84
"02-18928","Ninety+Cellars Lot 83 Pnt Nr",12.99,"750mL","750",8.38,5.55
"02-18965","Sprinkle Chard",5.99,"750mL","750",4.1,2.72
"02-18967","Sprinkle Red Blend",5.99,"750mL","750",3.97,2.72
"02-19105","Rex Goliath Red Moscato",5.99,"750mL","750",3.97,2.72
"02-19109","Estancia Cal Moscato",9.99,"750mL","750",6.7,4.41
"02-19118","Gandia El Miracle Mariscal",10.99,"750mL","750",7.43,5.12
"02-19312","Carmel Rd Liberated Rsl",14.99,"750mL","750",9.67,6.32
"02-19321","Goats Do Roam White",8.99,"750mL","750",5.8,3.82
"02-19322","Kirkland Signature Chard",7.79,"750mL","750",5.3,3.56
"02-19337","Robert Mondavi Chard Rsv",41.99,"750mL","750",27.99,19.17
"02-19343","Tres Ojos Old Vines Garnacha",8.99,"750mL","750",5.95,4.08
"02-19344","Montebuena Rioja",12.99,"750mL","750",8.55,5.52
"02-19353","Finca La Linda Rose Malbec",13.99,"750mL","750",9.58,6.61
"02-19379","Mia Dolcea Pink Moscato",11.99,"750mL","750",7.74,5.03
"02-19380","O Wines Red",13.99,"750mL","750",9.39,6.3
"02-19403","The Seeker Rose",13.99,"750mL","750",9.39,6.43
"02-19484","Thorny Rose Pnt Grigio",8.99,"750mL","750",5.8,3.77
"02-19553","Insomnia Pnt Grigio",8.99,"750mL","750",5.8,3.84
"02-19647","JP Chenet Chard",9.99,"750mL","750",6.53,4.41
"02-19705","Ch Tuiliere White Brdx",11.99,"750mL","750",7.79,5.06
"02-19710","JP Chenet Merlot/Cab",11.99,"750mL","750",7.79,5.37
"02-19713","Anne Pichon Gris Montagne Ro",13.99,"750mL","750",9.52,6.48
"02-19715","Slices Sangria Red",10.99,"750mL","750",7.53,5.02
"02-19721","Cutler Creek Chard",3.79,"750mL","750",2.53,1.66
"02-19725","Cutler Creek Merlot",3.79,"750mL","750",2.46,1.6
"02-19737","Sledgehammer Forged Red",11.99,"750mL","750",7.94,5.12
"02-19750","Glory Days Merlot",6.29,"750mL","750",4.17,2.76
"02-19762","Rex Goliath Pink Pnt Grigio",5.99,"750mL","750",4.1,2.65
"02-19817","Ninety Cellars Lot 92 Merlot",10.99,"750mL","750",7.14,4.79
"02-19861","Rex Goliath Pnt Gri",4.99,"500mL","500",3.39,2.2
"02-19862","Rex Goliath American Chard",4.99,"500mL","500",3.42,2.31
"02-19863","Rex Goliath Cab Svgn",4.99,"500mL","500",3.22,2.09
"02-19871","Yellow Tail Sangria",7.99,"750mL","750",5.26,3.55
"02-19909","6 Degrees Chard",11.99,"750mL","750",7.99,5.47
"02-19980","Tin Roof Cab Svgn",11.99,"750mL","750",7.94,5.48
"02-20018","Camelot Cab Svgn",7.99,"750mL","750",5.15,3.37
"02-20082","Maison Nicolas Merlot",12.99,"750mL","750",8.38,5.44
"02-20097","Milestone Cab Svgn",9.99,"750mL","750",6.53,4.38
"02-20133","Fancy Pants Cab Svgn",8.99,"750mL","750",6.03,3.89
"02-20134","Fancy Pants Chard",8.99,"750mL","750",6.07,3.97
"02-20144","Ninety Cellars Lot 96 Chard",12.99,"750mL","750",8.84,5.7
"02-20149","Bodegas Borsao Wh Campo Brja",9.99,"750mL","750",6.66,4.35
"02-20161","F Coppola Votre Sante Ch Red",6.49,"750mL","750",4.36,2.97
"02-20182","Washington Hills LH Rsl",9.99,"750mL","750",6.57,4.44
"02-20213","Casa Ferreirinha Papas Figos",14.99,"750mL","750",9.86,6.8
"02-20217","Fancy Pants Red Blend",8.99,"750mL","750",6.2,4.25
"02-20319","Jonathan Edwards Chard",21.99,"750mL","750",14.28,9.65
"02-20353","Quinta da Cosaboa TintaBoa",12.99,"750mL","750",8.49,5.62
"02-20363","Altitude Project Chard",7.99,"750mL","750",5.22,3.37
"02-20364","Altitude Project Cab Svgn",7.99,"750mL","750",5.26,3.63
"02-20388","Antico Colle Toscana Rosso",9.99,"750mL","750",6.75,4.35
"02-20416","Januik Cab Svgn Columbia Vly",24.99,"750mL","750",17.23,11.19
"02-20448","Liberty Creek Chard Tetra Pk",2.99,"500mL","500",1.94,1.26
"02-20449","Liberty Creek Merlot Tetra P",2.99,"500mL","500",2.06,1.42
"02-20450","Liberty Creek Cab Svgn Tetra",2.99,"500mL","500",1.99,1.37
"02-20454","Simi Cab Svgn Alexander Vly",104.99,"3000mL","3000",67.74,46.72
"02-20456","Duck Commander Wood Duck",8.49,"750mL","750",5.66,3.88
"02-20473","Viu Manet Rsva Merlot",7.99,"750mL","750",5.47,3.65
"02-20498","Jacobs Crk Chard Rsv",4.79,"750mL","750",3.09,2.09
"02-20523","Lady Lola White",9.99,"750mL","750",6.7,4.59
"02-20553","Dom Perignon Oeno 96 Silver",275.99,"750mL","750",180.39,121.07
"02-20601","Pulenta Est Chard",18.99,"750mL","750",12.92,8.79
"02-20610","Cistum Grenacha",17.99,"750mL","750",12.24,8.05
"02-20627","Aichenberg Gruner Veltliner",8.99,"750mL","750",5.91,3.81
"02-20628","Clos Amador Brut Cava",11.99,"750mL","750",7.74,5.23
"02-20759","B & G Bistro Girls Night Out",7.99,"750mL","750",5.44,3.65
"02-20761","Lamole Grand Selezione Blk",36.99,"750mL","750",24.34,16.79
"02-20763","Sassoregaule Maremma Toscana",13.99,"750mL","750",9.2,5.94
"02-20787","Proemio Malbec",7.99,"750mL","750",5.22,3.41
"02-20795","Kracher Beerenauslese Cuvee",9.99,"375mL","375",6.8,4.39
"02-20884","Petrolo Inarno Toscana",9.49,"750mL","750",6.41,4.39
"02-20955","Pacific Rim Dry Rsl",4.99,"750mL","750",3.37,2.19
"02-20967","Ninety Cellars Lot 106 Pnt N",15.99,"750mL","750",11.03,7.21
"02-20969","Ninety Cellars Lot 105 Chard",12.99,"750mL","750",8.72,5.7
"02-20995","Grape & Vine Merlot",3.29,"750mL","750",2.14,1.42
"02-20997","Grape & Vine Pnt Grigio",3.29,"750mL","750",2.12,1.45
"02-21013","WindRacer RRV Pnt Nr",41.99,"750mL","750",28.18,18.18
"02-21043","Alexander Vly Vyds Syrah",18.99,"750mL","750",12.92,8.79
"02-21083","Wild Ridge Pnt Nr Sonoma Cst",41.99,"750mL","750",28.18,18.42
"02-21084","Glazebrook Svgn Bl Marlboro",12.99,"750mL","750",8.84,5.89
"02-21127","Fire Brix Chard",9.49,"750mL","750",6.37,4.36
"02-21131","Fire Brix Cab Svgn",9.49,"750mL","750",6.12,3.95
"02-21227","Livingston Cellars Moscato",7.99,"1500mL","1500",5.22,3.41
"02-21275","Honoro Vera Blanco Rueda",10.99,"750mL","750",7.38,4.86
"02-21293","Clos du Bois Chard",6.99,"375mL","375",4.63,2.99
"02-21324","Rosatello Sweet Rose",8.99,"750mL","750",6.2,4.03
"02-21334","Ilauri Prosecco Extra Dry",12.99,"750mL","750",8.66,5.77
"02-21343","Montecillo Rioja Crianza",14.99,"750mL","750",10.13,6.62
"02-21350","Candor Znfdl",13.99,"750mL","750",9.03,5.86
"02-21379","Alhambra Red Blend",14.99,"750mL","750",10.13,6.75
"02-21397","Stolpman Vyds Hilltops Syrah",44.99,"750mL","750",30.61,19.88
"02-21523","Merriam Gloeckner Cab Svgn",55.99,"750mL","750",37.58,24.4
"02-21536","La Merika Chard CC",9.99,"750mL","750",6.53,4.24
"02-21537","La Merika Pnt Nr CC",15.99,"750mL","750",10.52,7.11
"02-21590","Red Lace Luscious Red Blend",9.99,"750mL","750",6.53,4.38
"02-21631","Shelburne Vyds Marquette Red",18.99,"750mL","750",12.83,8.85
"02-21633","Wild Horse Pnt Nr CC",10.99,"375mL","375",7.09,4.86
"02-21635","Franciscan Est Cab Svgn",42.99,"1500mL","1500",28.1,19.12
"02-21684","Underwood Pnt Nr",12.99,"750mL","750",8.78,5.85
"02-21696","Shelburne Vyds Lake View Wh",12.99,"750mL","750",8.66,5.97
"02-21757","Jovino Pnt Nr Williamete Vly",13.99,"750mL","750",9.65,6.27
"02-21767","Claude Riffault Noue Rose Sa",19.99,"750mL","750",13.42,8.77
"02-21777","Ch La Rame Brdx Rouge",15.99,"750mL","750",10.95,7.55
"02-21781","TerraMare Rosso",9.49,"1500mL","1500",6.5,4.48
"02-21785","Ghostwriter Pnt Nr",28.99,"750mL","750",19.59,13.42
"02-21787","LiDestri Spicy Bloody Mary",8.99,"1500mL","1500",5.84,3.82
"02-21812","Angeline Svgn Bl RRV",7.29,"750mL","750",4.8,3.14
"02-21958","Le Grande Courtage Rose",19.99,"750mL","750",13.33,8.83
"02-22011","LiDestri White Sangria",8.99,"1500mL","1500",5.95,4.05
"02-22017","Foss Marai Roos Spumante Bru",16.99,"750mL","750",11.64,7.86
"02-22081","Hacienda Zargon Cab Svgn",8.49,"750mL","750",5.78,3.78
"02-22093","Trione Family Vyds Svgn Bl",24.99,"750mL","750",16.77,11.26
"02-22094","Trione Family Vyds Red Blend",32.99,"750mL","750",22.75,14.77
"02-22138","Madame Fleur Rose Vin d Pays",7.99,"750mL","750",5.36,3.67
"02-22149","Paso Robles Svgn Bl",7.29,"750mL","750",4.99,3.42
"02-22167","Dom de Reuilly Pnt Gris",9.99,"750mL","750",6.66,4.41
"02-22183","Ninety+Cellars Lot 112 Svgn",9.99,"750mL","750",6.89,4.53
"02-22206","MU Creamy Vanilla Latte",12.99,"750mL","750",8.96,6.01
"02-22209","The Insider Cab Svgn",17.99,"750mL","750",11.76,7.59
"02-22223","Auspicion Cabernet Sauvignon",13.99,"750mL","750",9.14,5.97
"02-22276","Menage a Trois Prosecco",14.99,"750mL","750",9.86,6.53
"02-22349","Callaway Svgn Bl Cellar Slct",6.99,"750mL","750",4.82,3.17
"02-22364","Andre Pink Moscato",5.49,"750mL","750",3.56,2.42
"02-22395","Allegrini La Poja",89.99,"750mL","750",59.99,40.81
"02-22406","Three Wishes Cab Svgn",3.29,"750mL","750",2.14,1.42
"02-22412","Harthill Farms Chard",3.79,"750mL","750",2.46,1.61
"02-22458","Casa Lapostolle Canto Apalta",20.99,"750mL","750",13.81,9.52
"02-22460","Uppercut Chard",13.99,"750mL","750",9.58,6.56
"02-22490","Can Blau Tinto Montsant",15.99,"750mL","750",10.59,7.16
"02-22504","Dom Gres St Vincent CdR Vlgs",7.99,"750mL","750",5.19,3.53
"02-22565","Clayhouse Cab Svgn",183.99,"19500mL","19500",118.7,78.09
"02-22590","Ch Motte Maucourt Brdx",14.99,"750mL","750",9.8,6.62
"02-22591","Ch Manos Cadillac",15.99,"375mL","375",10.52,7.11
"02-22598","Animo Cab Svgn",69.99,"750mL","750",45.15,30.51
"02-22737","Rotation Chard",8.99,"750mL","750",5.84,3.82
"02-22740","C&P Breton Chinon St Louand",24.99,"750mL","750",16.44,10.82
"02-22743","Austerity Pnt Nr",12.99,"750mL","750",8.49,5.74
"02-22763","Los Dos Moscato & Chard",5.49,"750mL","750",3.56,2.37
"02-22833","Grady Family Vyds Cab Svgn",14.99,"750mL","750",9.86,6.36
"02-22849","XO Pnt Nr",12.99,"750mL","750",8.44,5.52
"02-22895","Sutter Home Red Blend",5.99,"750mL","750",4.07,2.63
"02-22896","Sutter Home Red Blend",9.99,"1500mL","1500",6.62,4.44
"02-22904","Mercer Canyons Cab Svgn",16.99,"750mL","750",11.25,7.31
"02-22930","La Puerta Alta Malbec Bonrda",15.99,"750mL","750",10.73,7.25
"02-22932","Dr Konstantin Frank Pnt Nr",21.99,"750mL","750",14.66,10.11
"02-23029","Cherri Rosso Piceno",13.99,"750mL","750",9.45,6.43
"02-23035","Jacobs Creek Two Lands Shirz",9.99,"750mL","750",6.84,4.53
"02-23064","Liberty Creek Moscato",2.99,"500mL","500",1.94,1.3
"02-23065","Liberty Crk Pnt Grigio",2.99,"500mL","500",2.03,1.37
"02-23088","Villa Olmi Prosecco Ex Dry",9.99,"750mL","750",6.66,4.3
"02-23090","Angels Cup Cab Svgn",8.49,"750mL","750",5.7,3.7
"02-23139","Toschi Pnt Nr",11.99,"750mL","750",8.16,5.26
"02-23296","Livingston Burgundy Calif",7.99,"1500mL","1500",5.15,3.41
"02-23387","Middle Sister Malbec",12.99,"750mL","750",8.72,5.97
"02-23390","Conti Zecca Primitivo",4.49,"750mL","750",2.95,1.99
"02-23398","Treana Chard CC",17.99,"750mL","750",12.16,8.39
"02-23475","Ghostwriter Chard Santa Cruz",28.99,"750mL","750",19.99,13.6
"02-23518","Bolla Prosecco 2 Pk",8.79,"375mL","375",5.71,3.83
"02-23524","Kesseler Rsl R Kabinett",11.99,"750mL","750",7.94,5.16
"02-23541","Vin Vault Malbec",19.99,"3000mL","3000",12.98,8.54
"02-23554","Riva Rose Brut",14.99,"750mL","750",10.34,7.08
"02-23560","Flip Flop Chard",5.99,"1000mL","1000",4.05,2.7
"02-23561","Flip Flop Sangria",5.99,"1000mL","1000",4.05,2.77
"02-23562","Flip Flop Crisp White",5.99,"1000mL","1000",4.1,2.73
"02-23563","Flip Flop Pnt Grigio",5.99,"1000mL","1000",4.1,2.81
"02-23568","Criterion Rioja",14.49,"750mL","750",9.72,6.7
"02-23579","Trader Joe's Pet Rsv Merlot",7.49,"750mL","750",4.86,3.14
"02-23616",".nparalleled Svgn Blanc",7.99,"750mL","750",5.36,3.5
"02-23669","Clos Cant St Emilion Grand C",69.99,"750mL","750",46.66,30.3
"02-23809","Angels Landing Chard",19.99,"750mL","750",13.15,8.48
"02-23841","Fantini Sangiovese",13.99,"750mL","750",9.45,6.3
"02-23852","Ferrari-Carano Pnt Nr AV",29.99,"750mL","750",19.47,12.73
"02-23854","Mazzocco Cab Svgn Sonoma",19.99,"750mL","750",12.9,8.6
"02-23856","Pezzi King Cab Svgn Dry Crk",21.99,"750mL","750",14.76,9.97
"02-23888","Cycles Gladiator Petite Sira",11.99,"750mL","750",8.05,5.51
"02-23932","Morel Cru Bjls Brouilly",17.99,"750mL","750",11.76,7.95
"02-23937","Caillot Bourgogne Rouge",21.99,"750mL","750",14.76,10.11
"02-23979","NinetyCellars Lot 122 Chard",10.99,"750mL","750",7.58,5.12
"02-24005","Wild Thing Chard",11.99,"750mL","750",8.05,5.3
"02-24023","Cavit Merlot Trentino",8.99,"750mL","750",6.07,3.99
"02-24026","Bella Bellina FrongoLata",9.99,"750mL","750",6.8,4.47
"02-24030","Hugel Alsace Pnt Gr Classic",16.99,"750mL","750",11.1,7.3
"02-24044","Dom LaFage Mira Cd Rousillon",14.99,"750mL","750",9.8,6.76
"02-24060","Robertson & Duke Napa Cab Sv",23.99,"750mL","750",15.78,10.38
"02-24062","Atelie Pink Moscato",14.99,"750mL","750",10.34,6.85
"02-24063","Atelie Prosecco",16.49,"750mL","750",10.78,7.38
"02-24064","Austerity Cab Svgn",13.99,"750mL","750",9.65,6.56
"02-24111","Don Ramon Oak Aged 12 Tinto",10.99,"750mL","750",7.58,5.23
"02-24121","Willamette Vly Dijon Chard",20.99,"750mL","750",14.09,9.15
"02-24127","Three Thieves Chard",7.99,"750mL","750",5.15,3.53
"02-24130","Indigano Pnt Grigio",11.99,"750mL","750",7.84,5.37
"02-24142","Tablas Creek Patelin Blanc",21.99,"750mL","750",15.17,10.05
"02-24143","Ozeki Platnm Junmai Dai Sake",9.99,"300mL","300",6.57,4.41
"02-24158","Cambridge Pnt Nr RRV",24.99,"750mL","750",16.12,10.4
"02-24174","Marenco Strev Moscato D'Asti",12.99,"750mL","750",8.9,6.01
"02-24197","Route 128 Est Viognier Yrkvl",19.99,"750mL","750",13.79,9.19
"02-24200","Pacifico Sur Rsv Malbec",9.99,"750mL","750",6.89,4.5
"02-24207","Calista Pnt Nr The Coast Ran",24.99,"750mL","750",16.33,11.18
"02-24249","Montes Spring Harvest Svgn B",4.99,"750mL","750",3.37,2.19
"02-24309","Point North Pnt Nr Oregon",22.99,"750mL","750",15.53,10.35
"02-24371","Tozai Typhoon Sake",15.99,"720mL","720",10.45,7.16
"02-24417","Sutter Home Gewurz",5.99,"750mL","750",3.92,2.53
"02-24438","Quara Malbec",11.99,"750mL","750",8.1,5.44
"02-24441","Underwood Cans Pnt Gris",6.99,"375mL","375",4.82,3.28
"02-24442","Underwood Cans Pnt Nr",6.99,"375mL","375",4.51,2.91
"02-24447","TC Le Charmel Pnt Nr France",13.99,"750mL","750",9.33,6.3
"02-24450","Santa Barbara Winery Pnt Nr",18.99,"750mL","750",12.41,8.39
"02-24487","Farmstead Long Meadow Pnt Nr",27.99,"750mL","750",19.04,13.04
"02-24492","Long Meadow Ranch Svgn Bl",18.99,"750mL","750",12.49,8.11
"02-24545","Sileni Nano Pnt Nr",3.99,"187mL","187",2.7,1.81
"02-24563","Hey Mambo Sultry Red",12.99,"750mL","750",8.49,5.48
"02-24568","PopCrush Sparkling Wine",8.99,"750mL","750",6.12,4.05
"02-24571","Oko Organic Prosecco",12.99,"750mL","750",8.78,6.01
"02-24583","Moshin Vyds Pnt Nr Sonoma Cs",39.99,"750mL","750",26.31,17.78
"02-24584","Moshin Vyds Pnt Nr Est Grown",39.99,"750mL","750",27.58,18.03
"02-24586","Moshin Vyds Chard",28.99,"750mL","750",19.2,12.97
"02-24590","Dominios Rueda",6.99,"750mL","750",4.69,3.15
"02-24599","The Lost Colony Red Sonoma",16.99,"750mL","750",11.4,7.65
"02-24600","Manteo Red Blend Sonoma Cnty",16.99,"750mL","750",11.18,7.26
"02-24615","Pieropan Soave La Rocca",39.99,"750mL","750",26.66,17.2
"02-24642","Red Fire OV Znfdl",9.99,"750mL","750",6.89,4.59
"02-24645","Carmel Road Drew's Bl Pnt Nr",21.99,"750mL","750",14.28,9.33
"02-24669","Darioush Cab Franc Napa Vly",59.99,"750mL","750",38.95,26.68
"02-24769","Bellefleur Malbec Brut Rose",29.99,"750mL","750",20.68,13.52
"02-24773","Actum Sinister",8.99,"750mL","750",6.03,3.99
"02-24808","Buenas Tempranillo",10.99,"750mL","750",7.28,4.73
"02-24813","Looking Glass Cab Svgn",3.29,"750mL","750",2.27,1.53
"02-24816","Looking Glass Wh Znfdl",3.29,"750mL","750",2.27,1.51
"02-24844","Mureda Tempranillo Organic",10.99,"750mL","750",7.28,4.82
"02-24845","Mureda Svgn Bl Organic",10.99,"750mL","750",7.48,4.95
"02-24847","Mureda Cab Svgn Organic",10.99,"750mL","750",7.53,4.86
"02-24932","McGuigan Bin 3000 Merlot",10.99,"750mL","750",7.43,5.05
"02-24942","Ch Poujeaux Brdx Rouge",53.49,"750mL","750",35.66,23.31
"02-24955","De Gregorio Rahana Chard DOC",11.99,"750mL","750",8.16,5.44
"02-24966","Rastignac Pineau des Charent",13.99,"750mL","750",9.14,6.05
"02-24990","Turnbull Cab Svgn Oakvile 12",69.99,"750mL","750",46.35,31.75
"02-25030","Cardinale 12 Cab Svgn Napa",224.99,"750mL","750",152.02,104.12
"02-25072","Mastroberardino Radici Taura",54.99,"750mL","750",37.41,24.29
"02-25150","McNab Ridge Cab Svgn",17.99,"750mL","750",11.84,7.69
"02-25151","Fred's Red Mendocino County",10.99,"750mL","750",7.53,5.05
"02-25153","Veuve du Vernay Sparkling Ro",3.99,"187mL","187",2.62,1.81
"02-25171","Gardacho Garnacha",15.99,"750mL","750",10.59,6.83
"02-25176","Casas Del Bosque Sauv Bl",5.29,"750mL","750",3.48,2.26
